car_reg,purchase_date,year,month,county,make,model,type,colour,tax_band,price
181-W-3948,2018-12-03,2018,3,WATERFORD,FORD,MONDEO,SALOON,ORANGE,B,37101.0
201-D-2683,2020-08-03,2020,3,GALWAY,TOYOTA,COROLLA,HATCHBACK,RED,B,33004.0
192-G-284,2019-07-13,2019,7,GALWAY,AUDI,A6,SALOON,RED,C,63764.0
201-D-4705,2019-01-17,2019,1,DUBLIN,OPEL,ASTRA,ESTATE,WHITE,B,25428.0
201-D-2129,2019-04-03,2019,3,DUBLIN,MERCEDES,A-CLASS,SALOON,WHITE,B,44949.0
191-D-856,2019-03-17,2019,3,DUBLIN,MAZDA,MAZDA3,SALOON,BLUE,B,35222.0
181-D-311,2018-03-26,2018,3,GALWAY,OPEL,ASTRA,HATCHBACK,BLUE,A,27252.0
182-D-3304,2018-07-10,2018,10,DUBLIN,BMW,5 SERIES,ESTATE,WHITE,C,56530.0
192-D-2017,2019-08-18,2019,8,DUBLIN,MAZDA,MAZDA6,ESTATE,WHITE,B,38780.0
201-L-3293,2020-01-21,2020,1,LIMERICK,OPEL,GRANDLAND X,SUV,RED,B,40501.0
201-D-4223,2020-03-17,2020,3,GALWAY,AUDI,A6,SALOON,SILVER,C,70782.0
201-W-4890,2019-04-26,2019,4,WATERFORD,OPEL,ASTRA,HATCHBACK,BLUE,A,32902.0
201-D-1680,2020-11-05,2020,5,DUBLIN,BMW,2 SERIES,COUPE,RED,B,72298.0
182-C-3230,2018-08-21,2018,8,CORK,OPEL,CORSA,HATCHBACK,BLUE,A,23283.0
201-W-4233,2020-01-02,2020,2,WATERFORD,MAZDA,CX-30,SUV,WHITE,B,39064.0
202-C-2253,2018-07-21,2018,7,CORK,AUDI,A6,SALOON,WHITE,C,89651.0
201-D-1530,2020-02-02,2020,2,DUBLIN,FORD,MONDEO,SALOON,SILVER,B,35529.0
201-G-2449,2020-01-17,2020,1,GALWAY,FORD,KUGA,SUV,RED,B,41945.0
181-D-3688,2018-06-01,2018,1,DUBLIN,TOYOTA,COROLLA,HATCHBACK,RED,B,27188.0
182-D-2536,2018-08-14,2018,8,GALWAY,MERCEDES,A-CLASS,SALOON,SILVER,B,47194.0
201-D-1841,2018-01-15,2018,1,DUBLIN,AUDI,A4,ESTATE,BLUE,B,46380.0
181-G-4694,2018-04-01,2018,1,GALWAY,OPEL,CORSA,HATCHBACK,BLUE,A,19953.0
201-D-2603,2018-11-01,2018,1,DUBLIN,AUDI,Q3,SUV,WHITE,B,44311.0
181-D-326,2018-01-20,2018,1,GALWAY,AUDI,A4,ESTATE,RED,B,53242.0
201-D-4153,2020-03-13,2020,3,DUBLIN,TOYOTA,CAMERY,SALOON,SILVER,B,39328.0
191-G-1429,2019-01-13,2019,1,GALWAY,MAZDA,MAZDA3,SALOON,RED,B,33341.0
201-C-1805,2020-03-15,2020,3,CORK,MERCEDES,C-CLASS,SALOON,WHITE,B,96527.0
201-G-692,2020-06-18,2020,6,GALWAY,TOYOTA,PRIUS,HATCHBACK,WHITE,B,34877.0
181-L-2188,2018-01-04,2018,4,GALWAY,OPEL,INSIGNIA,HATCHBACK,RED,B,28456.0
192-L-3027,2019-07-13,2019,7,GALWAY,OPEL,CROSSLAND X,SUV,RED,A,22434.0
182-D-461,2018-10-13,2018,10,DUBLIN,FORD,FOCUS,ESTATE,RED,A,39765.0
181-L-3526,2018-01-23,2018,1,GALWAY,OPEL,CORSA,HATCHBACK,ORANGE,A,19770.0
201-C-4676,2019-03-24,2019,3,CORK,MAZDA,CX-5,SUV,WHITE,B,31877.0
201-L-233,2018-12-01,2018,1,LIMERICK,FORD,MUSTANG,COUPE,BLUE,C,51496.0
191-D-867,2019-09-03,2019,3,GALWAY,BMW,3 SERIES,SALOON,RED,B,64918.0
201-G-4115,2020-01-14,2020,1,GALWAY,MAZDA,CX-30,SUV,WHITE,B,39994.0
201-L-3564,2019-11-02,2019,2,LIMERICK,FORD,KUGA,SUV,WHITE,B,48286.0
201-L-1717,2020-01-24,2020,1,LIMERICK,OPEL,GRANDLAND X,SUV,WHITE,B,34233.0
191-D-4086,2019-01-20,2019,1,GALWAY,MAZDA,MAZDA6,ESTATE,WHITE,B,37509.0
202-C-1408,2020-07-25,2020,7,GALWAY,MERCEDES,A-CLASS,HATCHBACK,WHITE,B,38688.0
201-D-4942,2020-05-04,2020,4,DUBLIN,FORD,FOCUS,HATCHBACK,BLUE,A,42770.0
201-D-626,2019-02-17,2019,2,DUBLIN,FORD,FOCUS,HATCHBACK,BLUE,A,34616.0
191-L-4314,2019-01-14,2019,1,LIMERICK,FORD,FOCUS,ESTATE,WHITE,A,25873.0
202-C-4878,2020-07-27,2020,7,CORK,TOYOTA,COROLLA,HATCHBACK,WHITE,B,32533.0
192-D-582,2019-09-07,2019,7,DUBLIN,OPEL,CORSA,HATCHBACK,SILVER,A,23103.0
181-D-3345,2018-03-01,2018,1,GALWAY,TOYOTA,COROLLA,SALOON,WHITE,B,29108.0
202-L-1677,2020-01-07,2020,7,LIMERICK,FORD,FOCUS,HATCHBACK,WHITE,A,28837.0
201-G-2998,2020-01-17,2020,1,GALWAY,MERCEDES,C-CLASS,SALOON,WHITE,B,72909.0
202-D-593,2019-07-18,2019,7,DUBLIN,MAZDA,MAZDA3,SALOON,RED,B,31669.0
202-W-1882,2020-08-07,2020,7,WATERFORD,MAZDA,CX-5,SUV,SILVER,B,30913.0
202-D-3655,2018-10-17,2018,10,DUBLIN,BMW,3 SERIES,SALOON,WHITE,B,43300.0
201-D-3535,2020-06-04,2020,4,DUBLIN,BMW,3 SERIES,SALOON,WHITE,B,53099.0
201-D-1212,2019-02-01,2019,1,DUBLIN,FORD,MUSTANG,COUPE,WHITE,C,69428.0
201-C-509,2019-06-06,2019,6,CORK,FORD,KUGA,SUV,WHITE,B,34092.0
201-G-1999,2018-04-19,2018,4,GALWAY,TOYOTA,YARIS,HATCHBACK,SILVER,A,15343.0
192-D-4292,2019-10-20,2019,10,GALWAY,AUDI,A6,ESTATE,WHITE,C,85409.0
181-D-1039,2018-10-01,2018,1,GALWAY,AUDI,A4,ESTATE,RED,B,49114.0
201-C-4535,2019-12-01,2019,1,CORK,AUDI,A4,SALOON,RED,B,53952.0
202-G-812,2019-07-25,2019,7,GALWAY,OPEL,CORSA,HATCHBACK,BLUE,A,18580.0
202-C-3634,2019-03-07,2019,7,CORK,FORD,FIESTA,HATCHBACK,BLUE,A,28605.0
201-D-1564,2018-05-22,2018,5,DUBLIN,OPEL,CORSA,HATCHBACK,WHITE,A,19474.0
201-C-135,2019-01-22,2019,1,CORK,MERCEDES,A-CLASS,SALOON,RED,B,41729.0
202-G-4325,2018-09-07,2018,7,GALWAY,BMW,3 SERIES,ESTATE,WHITE,B,67302.0
201-W-2619,2020-10-02,2020,2,WATERFORD,FORD,KUGA,SUV,WHITE,B,42017.0
181-L-4918,2018-02-02,2018,2,GALWAY,MAZDA,MAZDA3,SALOON,RED,B,37400.0
201-G-3737,2020-06-02,2020,2,GALWAY,OPEL,INSIGNIA,HATCHBACK,BLUE,B,29837.0
191-C-1028,2019-11-03,2019,3,CORK,TOYOTA,RAV4,SUV,WHITE,B,38616.0
182-C-3420,2018-07-23,2018,7,CORK,MERCEDES,AMG-GT,HATCHBACK,WHITE,D,169814.0
202-L-2756,2020-05-07,2020,7,LIMERICK,BMW,2 SERIES,COUPE,SILVER,B,122143.0
201-G-310,2019-03-03,2019,3,GALWAY,TOYOTA,COROLLA,HATCHBACK,RED,B,27977.0
191-W-4407,2019-08-05,2019,5,WATERFORD,OPEL,GRANDLAND X,SUV,BLUE,B,48291.0
181-G-4546,2018-02-19,2018,2,GALWAY,MERCEDES,AMG-GT,HATCHBACK,WHITE,D,182434.0
202-D-1157,2020-05-07,2020,7,GALWAY,TOYOTA,YARIS,HATCHBACK,SILVER,A,18787.0
201-G-3883,2020-03-16,2020,3,GALWAY,OPEL,CORSA,HATCHBACK,BLUE,A,23962.0
192-G-2214,2019-04-07,2019,7,GALWAY,TOYOTA,YARIS,HATCHBACK,SILVER,A,16809.0
191-C-1813,2019-02-18,2019,2,GALWAY,OPEL,ASTRA,ESTATE,SILVER,B,27529.0
201-D-2980,2020-09-03,2020,3,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,43217.0
201-D-660,2020-10-02,2020,2,GALWAY,MAZDA,MAZDA3,SALOON,RED,B,33273.0
202-L-4342,2020-07-23,2020,7,LIMERICK,FORD,MONDEO,SALOON,RED,B,38773.0
201-D-1356,2018-02-18,2018,2,DUBLIN,MAZDA,MAZDA3,HATCHBACK,BLUE,B,31289.0
202-C-3562,2019-01-07,2019,7,CORK,AUDI,A4,SALOON,SILVER,B,53724.0
202-W-3425,2020-11-07,2020,7,GALWAY,AUDI,A6,ESTATE,BLUE,C,76820.0
182-C-3312,2018-10-07,2018,7,CORK,AUDI,A4,SALOON,WHITE,B,47662.0
182-C-4233,2018-07-20,2018,7,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,21281.0
201-D-4916,2020-05-04,2020,4,GALWAY,OPEL,ASTRA,HATCHBACK,RED,A,30208.0
201-G-2770,2018-03-23,2018,3,GALWAY,OPEL,CORSA,HATCHBACK,RED,A,19759.0
202-W-3474,2020-08-11,2020,11,WATERFORD,FORD,KUGA,SUV,BLUE,B,41454.0
182-G-1241,2018-07-21,2018,7,GALWAY,AUDI,A4,SALOON,RED,B,51197.0
201-D-2132,2020-09-04,2020,4,GALWAY,FORD,FIESTA,HATCHBACK,RED,A,23003.0
191-G-3789,2019-01-15,2019,1,GALWAY,BMW,7 SERIES,SALOON,SILVER,D,223422.0
191-C-4680,2019-05-03,2019,3,GALWAY,TOYOTA,PRIUS,HATCHBACK,SILVER,B,35423.0
182-G-1230,2018-08-07,2018,7,GALWAY,FORD,KUGA,SUV,BLUE,B,38914.0
181-D-4541,2018-01-20,2018,1,DUBLIN,OPEL,INSIGNIA,HATCHBACK,BLUE,B,35530.0
181-D-1874,2018-02-16,2018,2,DUBLIN,AUDI,A6,ESTATE,WHITE,C,91769.0
191-W-620,2019-12-01,2019,1,WATERFORD,FORD,FIESTA,HATCHBACK,ORANGE,A,19023.0
202-C-3576,2020-12-07,2020,7,CORK,BMW,X3,SUV,RED,C,61931.0
202-C-4425,2020-07-27,2020,7,CORK,OPEL,INSIGNIA,HATCHBACK,BLUE,B,28104.0
202-C-3534,2020-04-08,2020,8,GALWAY,OPEL,CROSSLAND X,SUV,BLUE,A,25935.0
201-G-1890,2019-03-18,2019,3,GALWAY,AUDI,Q3,SUV,WHITE,B,46569.0
192-L-4796,2019-07-25,2019,7,GALWAY,AUDI,Q7,SUV,RED,D,98432.0
202-D-4664,2020-07-13,2020,7,GALWAY,AUDI,A6,ESTATE,WHITE,C,83656.0
191-C-50,2019-11-01,2019,1,CORK,MAZDA,CX-5,SUV,WHITE,B,51348.0
182-D-3503,2018-07-23,2018,7,DUBLIN,TOYOTA,RAV4,SUV,RED,B,40814.0
202-D-1574,2020-02-07,2020,7,GALWAY,MAZDA,MAZDA6,SALOON,WHITE,B,35620.0
191-D-1505,2019-05-18,2019,5,DUBLIN,MERCEDES,A-CLASS,SALOON,ORANGE,B,62177.0
201-C-4559,2018-01-25,2018,1,CORK,FORD,FIESTA,HATCHBACK,WHITE,A,22136.0
202-D-85,2018-07-18,2018,7,DUBLIN,AUDI,A4,SALOON,SILVER,B,45392.0
201-W-1852,2020-01-23,2020,1,WATERFORD,MAZDA,MAZDA6,SALOON,BLUE,B,34261.0
191-C-1825,2019-04-03,2019,3,GALWAY,OPEL,ASTRA,HATCHBACK,WHITE,A,29140.0
201-C-993,2020-07-02,2020,2,GALWAY,FORD,KUGA,SUV,RED,B,37094.0
181-D-3668,2018-01-27,2018,1,GALWAY,FORD,KUGA,SUV,RED,B,42663.0
202-W-3595,2020-04-08,2020,8,WATERFORD,FORD,FIESTA,HATCHBACK,BLUE,A,23910.0
201-L-1051,2020-05-22,2020,5,LIMERICK,FORD,MONDEO,HATCHBACK,WHITE,B,39752.0
181-D-540,2018-01-23,2018,1,GALWAY,MAZDA,MAZDA3,SALOON,WHITE,B,32109.0
192-D-4460,2019-04-08,2019,8,DUBLIN,MAZDA,MAZDA3,SALOON,WHITE,B,31111.0
202-D-4191,2020-07-14,2020,7,GALWAY,TOYOTA,YARIS,HATCHBACK,RED,A,16341.0
181-D-1422,2018-03-24,2018,3,GALWAY,BMW,X3,SUV,RED,C,72665.0
201-W-2200,2020-07-01,2020,1,WATERFORD,OPEL,CORSA,HATCHBACK,WHITE,A,23324.0
201-G-4588,2020-01-22,2020,1,GALWAY,TOYOTA,PRIUS,HATCHBACK,RED,B,35736.0
201-D-2886,2020-08-02,2020,2,GALWAY,BMW,5 SERIES,ESTATE,WHITE,C,77491.0
191-C-517,2019-01-26,2019,1,GALWAY,MAZDA,MAZDA3,SALOON,RED,B,35568.0
202-G-3962,2020-02-07,2020,7,GALWAY,MAZDA,CX-5,SUV,WHITE,B,31123.0
201-W-1885,2020-01-14,2020,1,GALWAY,TOYOTA,YARIS,HATCHBACK,ORANGE,A,18317.0
191-D-2616,2019-03-19,2019,3,DUBLIN,OPEL,CROSSLAND X,SUV,WHITE,A,24100.0
201-C-451,2019-02-03,2019,3,CORK,MERCEDES,A-CLASS,SALOON,RED,B,36363.0
182-G-440,2018-10-27,2018,10,GALWAY,MAZDA,CX-30,SUV,WHITE,B,40194.0
201-C-3037,2020-05-22,2020,5,GALWAY,OPEL,CROSSLAND X,SUV,BLUE,A,27146.0
182-C-3602,2018-10-13,2018,10,GALWAY,MAZDA,MAZDA6,SALOON,RED,B,34404.0
182-C-3582,2018-08-25,2018,8,CORK,OPEL,CORSA,HATCHBACK,WHITE,A,19141.0
201-W-213,2020-10-02,2020,2,WATERFORD,OPEL,INSIGNIA,HATCHBACK,SILVER,B,30201.0
201-C-97,2020-05-20,2020,5,CORK,BMW,3 SERIES,SALOON,RED,B,64218.0
182-L-1641,2018-05-11,2018,11,LIMERICK,OPEL,ASTRA,HATCHBACK,WHITE,A,28581.0
201-D-4151,2020-02-15,2020,2,DUBLIN,TOYOTA,COROLLA,HATCHBACK,BLUE,B,33681.0
191-D-1922,2019-02-21,2019,2,GALWAY,FORD,KUGA,SUV,RED,B,34515.0
201-G-4085,2020-01-27,2020,1,GALWAY,MERCEDES,A-CLASS,SALOON,RED,B,55003.0
201-L-99,2020-10-05,2020,5,GALWAY,TOYOTA,COROLLA,SALOON,WHITE,B,31250.0
201-C-1473,2019-01-22,2019,1,CORK,OPEL,INSIGNIA,HATCHBACK,WHITE,B,29144.0
182-G-2711,2018-08-27,2018,8,GALWAY,TOYOTA,COROLLA,HATCHBACK,RED,B,32289.0
201-D-1902,2020-01-23,2020,1,DUBLIN,MERCEDES,A-CLASS,SALOON,BLUE,B,50535.0
201-L-2144,2020-04-04,2020,4,LIMERICK,BMW,X3,SUV,BLUE,C,68102.0
202-C-2071,2019-01-07,2019,7,CORK,MAZDA,MAZDA6,ESTATE,RED,B,36764.0
202-D-959,2019-04-11,2019,11,DUBLIN,BMW,3 SERIES,ESTATE,WHITE,B,66064.0
202-D-2088,2020-07-26,2020,7,DUBLIN,TOYOTA,CAMERY,SALOON,ORANGE,B,41462.0
201-D-527,2018-05-03,2018,3,DUBLIN,OPEL,INSIGNIA,HATCHBACK,WHITE,B,28866.0
201-L-1264,2020-03-27,2020,3,GALWAY,BMW,2 SERIES,COUPE,WHITE,B,50162.0
201-C-551,2019-01-20,2019,1,CORK,AUDI,A6,SALOON,WHITE,C,81425.0
202-D-1516,2018-07-07,2018,7,DUBLIN,TOYOTA,YARIS,HATCHBACK,RED,A,15210.0
181-C-1182,2018-02-23,2018,2,GALWAY,MERCEDES,C-CLASS,ESTATE,WHITE,B,60625.0
191-G-1894,2019-03-16,2019,3,GALWAY,FORD,FOCUS,HATCHBACK,WHITE,A,34203.0
202-D-885,2020-09-18,2020,9,DUBLIN,TOYOTA,CAMERY,SALOON,BLUE,B,42434.0
202-D-2264,2018-06-10,2018,10,DUBLIN,TOYOTA,COROLLA,SALOON,SILVER,B,30415.0
201-D-3765,2018-09-01,2018,1,DUBLIN,MAZDA,CX-30,SUV,WHITE,B,30162.0
201-C-3633,2020-06-02,2020,2,CORK,MAZDA,MAZDA6,SALOON,RED,B,37465.0
201-C-3077,2020-06-02,2020,2,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,36759.0
182-G-275,2018-07-16,2018,7,GALWAY,AUDI,A6,ESTATE,WHITE,C,60975.0
191-G-576,2019-01-20,2019,1,GALWAY,AUDI,A6,ESTATE,WHITE,C,61402.0
192-D-3858,2019-02-08,2019,8,GALWAY,MERCEDES,A-CLASS,HATCHBACK,RED,B,62917.0
181-C-1830,2018-05-01,2018,1,CORK,FORD,MONDEO,SALOON,ORANGE,B,40001.0
182-L-2735,2018-11-15,2018,11,GALWAY,FORD,FIESTA,HATCHBACK,RED,A,27661.0
191-C-1949,2019-02-25,2019,2,CORK,MERCEDES,A-CLASS,HATCHBACK,BLUE,B,44317.0
181-D-299,2018-01-19,2018,1,GALWAY,MAZDA,MAZDA6,ESTATE,WHITE,B,36530.0
201-G-4385,2020-03-20,2020,3,GALWAY,FORD,MONDEO,SALOON,WHITE,B,40753.0
202-C-4762,2020-05-08,2020,8,CORK,OPEL,ASTRA,ESTATE,BLUE,B,29833.0
192-D-1967,2019-10-17,2019,10,GALWAY,MAZDA,CX-5,SUV,WHITE,B,41173.0
182-D-2453,2018-06-07,2018,7,DUBLIN,OPEL,GRANDLAND X,SUV,RED,B,41387.0
202-C-838,2020-07-22,2020,7,CORK,BMW,3 SERIES,SALOON,WHITE,B,71807.0
201-C-519,2019-03-21,2019,3,CORK,OPEL,ASTRA,ESTATE,BLUE,B,28741.0
192-W-335,2019-06-07,2019,7,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,34104.0
201-D-2773,2018-02-17,2018,2,DUBLIN,FORD,MONDEO,HATCHBACK,RED,B,37255.0
181-W-380,2018-07-05,2018,5,WATERFORD,OPEL,ASTRA,ESTATE,WHITE,B,29979.0
191-G-1218,2019-03-16,2019,3,GALWAY,MAZDA,MAZDA3,HATCHBACK,WHITE,B,35476.0
181-L-279,2018-06-23,2018,6,LIMERICK,AUDI,A4,SALOON,RED,B,46487.0
202-C-3400,2018-08-18,2018,8,CORK,FORD,MUSTANG,COUPE,BLUE,C,60952.0
191-L-3291,2019-08-04,2019,4,GALWAY,TOYOTA,YARIS,HATCHBACK,RED,A,15937.0
191-D-2606,2019-01-16,2019,1,GALWAY,MAZDA,MAZDA6,ESTATE,RED,B,38964.0
202-C-1381,2020-01-07,2020,7,GALWAY,BMW,3 SERIES,HATCHBACK,RED,C,60857.0
201-L-820,2019-01-18,2019,1,LIMERICK,BMW,3 SERIES,SALOON,WHITE,B,47386.0
182-G-2066,2018-11-17,2018,11,GALWAY,BMW,7 SERIES,SALOON,WHITE,D,114472.0
192-G-661,2019-07-07,2019,7,GALWAY,OPEL,CORSA,HATCHBACK,SILVER,A,20071.0
191-C-2374,2019-02-03,2019,3,CORK,BMW,2 SERIES,COUPE,RED,B,116556.0
181-W-1631,2018-11-01,2018,1,GALWAY,FORD,KUGA,SUV,SILVER,B,44084.0
201-D-1627,2020-02-18,2020,2,DUBLIN,TOYOTA,COROLLA,HATCHBACK,WHITE,B,27800.0
201-G-4304,2018-01-24,2018,1,GALWAY,MAZDA,MAZDA3,HATCHBACK,RED,B,34952.0
192-W-1412,2019-12-07,2019,7,WATERFORD,MERCEDES,A-CLASS,SALOON,BLUE,B,41297.0
192-C-2996,2019-07-27,2019,7,GALWAY,MAZDA,MAZDA3,SALOON,BLUE,B,33921.0
181-C-921,2018-07-01,2018,1,CORK,MAZDA,MAZDA6,SALOON,RED,B,45228.0
181-C-3669,2018-11-03,2018,3,CORK,BMW,3 SERIES,ESTATE,WHITE,B,53715.0
202-W-1782,2020-07-07,2020,7,WATERFORD,AUDI,A4,ESTATE,RED,B,49210.0
201-D-3831,2020-06-18,2020,6,DUBLIN,MERCEDES,A-CLASS,HATCHBACK,SILVER,B,56780.0
191-C-2236,2019-02-27,2019,2,CORK,AUDI,A4,ESTATE,WHITE,B,48555.0
182-D-1708,2018-04-08,2018,8,DUBLIN,MAZDA,MAZDA6,ESTATE,WHITE,B,37725.0
182-D-1836,2018-08-19,2018,8,DUBLIN,BMW,X3,SUV,SILVER,C,89292.0
201-G-4817,2019-08-01,2019,1,GALWAY,OPEL,CORSA,HATCHBACK,BLUE,A,17043.0
202-C-897,2020-07-21,2020,7,CORK,FORD,MONDEO,HATCHBACK,RED,B,31815.0
201-D-4472,2020-01-13,2020,1,GALWAY,MAZDA,CX-30,SUV,WHITE,B,40411.0
181-D-2542,2018-01-14,2018,1,DUBLIN,TOYOTA,YARIS,HATCHBACK,WHITE,A,18804.0
192-G-4706,2019-07-26,2019,7,GALWAY,MERCEDES,A-CLASS,SALOON,WHITE,B,53002.0
201-D-3131,2020-11-02,2020,2,DUBLIN,AUDI,A4,SALOON,RED,B,52544.0
192-D-3143,2019-07-14,2019,7,GALWAY,FORD,MONDEO,HATCHBACK,SILVER,B,33417.0
201-L-278,2020-06-21,2020,6,GALWAY,TOYOTA,CAMERY,SALOON,BLUE,B,42930.0
201-W-15,2020-12-01,2020,1,WATERFORD,AUDI,Q3,SUV,SILVER,B,46604.0
202-C-1080,2019-10-07,2019,7,CORK,BMW,5 SERIES,ESTATE,WHITE,C,77451.0
201-C-3477,2018-03-17,2018,3,CORK,TOYOTA,COROLLA,HATCHBACK,WHITE,B,29781.0
201-L-604,2020-01-03,2020,3,LIMERICK,MAZDA,MAZDA6,ESTATE,RED,B,36253.0
201-C-287,2020-01-20,2020,1,CORK,BMW,5 SERIES,ESTATE,SILVER,C,70638.0
201-G-3769,2019-03-17,2019,3,GALWAY,AUDI,A4,SALOON,WHITE,B,43068.0
201-L-4940,2019-12-01,2019,1,LIMERICK,TOYOTA,COROLLA,HATCHBACK,RED,B,27303.0
201-L-395,2019-01-18,2019,1,LIMERICK,AUDI,A6,SALOON,BLUE,C,73995.0
182-G-4477,2018-09-08,2018,8,GALWAY,OPEL,ASTRA,ESTATE,RED,B,27002.0
201-L-1712,2018-01-21,2018,1,LIMERICK,OPEL,ASTRA,ESTATE,SILVER,B,25936.0
201-D-1598,2020-01-25,2020,1,DUBLIN,MERCEDES,AMG-GT,HATCHBACK,SILVER,D,185754.0
191-D-1955,2019-01-19,2019,1,GALWAY,MERCEDES,C-CLASS,SALOON,BLUE,B,115657.0
201-L-2444,2020-05-23,2020,5,LIMERICK,OPEL,ASTRA,HATCHBACK,BLUE,A,24256.0
201-C-207,2020-03-16,2020,3,CORK,MERCEDES,A-CLASS,SALOON,SILVER,B,56948.0
181-L-3996,2018-03-01,2018,1,LIMERICK,BMW,3 SERIES,SALOON,WHITE,B,60142.0
192-D-817,2019-09-27,2019,9,DUBLIN,AUDI,A6,ESTATE,WHITE,C,92489.0
201-C-2019,2018-02-24,2018,2,CORK,MAZDA,MAZDA3,SALOON,RED,B,36956.0
181-C-3962,2018-03-26,2018,3,CORK,OPEL,INSIGNIA,HATCHBACK,SILVER,B,30233.0
201-D-1608,2020-01-22,2020,1,DUBLIN,AUDI,A4,ESTATE,BLUE,B,42982.0
191-W-824,2019-02-17,2019,2,WATERFORD,MERCEDES,AMG-GT,HATCHBACK,BLUE,D,209422.0
181-G-1312,2018-11-01,2018,1,GALWAY,TOYOTA,RAV4,SUV,RED,B,46088.0
201-C-3383,2020-01-20,2020,1,CORK,FORD,FOCUS,HATCHBACK,RED,A,23469.0
191-D-19,2019-03-14,2019,3,GALWAY,BMW,3 SERIES,HATCHBACK,WHITE,C,61098.0
202-C-3894,2020-08-13,2020,8,CORK,TOYOTA,RAV4,SUV,RED,B,43941.0
202-D-2512,2020-08-07,2020,7,DUBLIN,OPEL,CROSSLAND X,SUV,SILVER,A,26920.0
181-D-3974,2018-02-22,2018,2,DUBLIN,FORD,KUGA,SUV,WHITE,B,33424.0
191-W-908,2019-02-18,2019,2,GALWAY,BMW,2 SERIES,COUPE,WHITE,B,121117.0
201-W-1474,2019-03-16,2019,3,WATERFORD,OPEL,ASTRA,ESTATE,RED,B,26123.0
201-D-1255,2019-08-01,2019,1,DUBLIN,AUDI,Q3,SUV,WHITE,B,48265.0
192-G-3348,2019-10-09,2019,9,GALWAY,FORD,MUSTANG,COUPE,RED,C,70170.0
201-G-2191,2018-12-05,2018,5,GALWAY,AUDI,Q3,SUV,WHITE,B,46590.0
192-G-2571,2019-07-25,2019,7,GALWAY,AUDI,A6,SALOON,RED,C,74978.0
191-D-4882,2019-12-01,2019,1,GALWAY,TOYOTA,CAMERY,SALOON,RED,B,42572.0
201-L-1974,2020-03-27,2020,3,LIMERICK,FORD,FIESTA,HATCHBACK,WHITE,A,24223.0
182-C-913,2018-07-21,2018,7,CORK,FORD,MONDEO,SALOON,BLUE,B,35686.0
181-L-2896,2018-01-23,2018,1,LIMERICK,OPEL,INSIGNIA,HATCHBACK,WHITE,B,31089.0
202-L-4932,2020-07-08,2020,8,LIMERICK,OPEL,CORSA,HATCHBACK,RED,A,24184.0
201-C-4650,2020-01-24,2020,1,GALWAY,MAZDA,MAZDA6,ESTATE,RED,B,40369.0
201-G-3906,2018-07-01,2018,1,GALWAY,OPEL,CROSSLAND X,SUV,BLUE,A,27842.0
201-D-3716,2020-07-03,2020,3,DUBLIN,TOYOTA,RAV4,SUV,WHITE,B,36629.0
192-D-3503,2019-07-22,2019,7,GALWAY,MAZDA,MAZDA3,HATCHBACK,WHITE,B,33303.0
202-C-4254,2020-12-07,2020,7,CORK,AUDI,A4,ESTATE,WHITE,B,44371.0
191-D-2427,2019-04-19,2019,4,DUBLIN,BMW,3 SERIES,ESTATE,WHITE,B,62688.0
191-L-2010,2019-05-02,2019,2,LIMERICK,MAZDA,MAZDA3,HATCHBACK,RED,B,31182.0
181-C-1037,2018-12-06,2018,6,GALWAY,BMW,3 SERIES,HATCHBACK,WHITE,C,63756.0
201-D-4517,2019-02-18,2019,2,DUBLIN,OPEL,GRANDLAND X,SUV,BLUE,B,49573.0
191-W-2248,2019-11-01,2019,1,WATERFORD,TOYOTA,YARIS,HATCHBACK,WHITE,A,16943.0
181-L-1666,2018-01-14,2018,1,GALWAY,BMW,3 SERIES,SALOON,WHITE,B,52785.0
201-G-4465,2020-03-19,2020,3,GALWAY,FORD,MONDEO,SALOON,BLUE,B,39138.0
201-C-4896,2020-03-13,2020,3,CORK,MAZDA,CX-5,SUV,WHITE,B,35325.0
192-D-4536,2019-07-23,2019,7,DUBLIN,MERCEDES,C-CLASS,SALOON,WHITE,B,92949.0
201-G-2723,2020-01-01,2020,1,GALWAY,TOYOTA,PRIUS,HATCHBACK,SILVER,B,36462.0
201-W-2403,2019-05-22,2019,5,WATERFORD,MAZDA,CX-5,SUV,SILVER,B,50404.0
201-D-1533,2020-02-15,2020,2,DUBLIN,MAZDA,MAZDA3,HATCHBACK,BLUE,B,29077.0
202-W-763,2020-02-07,2020,7,GALWAY,BMW,2 SERIES,COUPE,RED,B,86896.0
201-L-3186,2018-09-01,2018,1,LIMERICK,BMW,3 SERIES,HATCHBACK,WHITE,C,48591.0
201-D-2163,2020-03-14,2020,3,GALWAY,OPEL,CORSA,HATCHBACK,WHITE,A,22613.0
182-L-4414,2018-07-16,2018,7,LIMERICK,TOYOTA,COROLLA,SALOON,WHITE,B,28666.0
191-D-124,2019-02-02,2019,2,DUBLIN,TOYOTA,PRIUS,HATCHBACK,BLUE,B,35801.0
201-D-952,2019-08-03,2019,3,DUBLIN,OPEL,CORSA,HATCHBACK,SILVER,A,20886.0
