car_reg,purchase_date,county,make,model,type,colour,tax_band,price
202-G-1321,2020-Oct-19,Galway,ford,mondeo : hatchback,,<colour>Silver</colour>,B,35307
XXX-X-247,2018-08-16,Cork,Opel : Crossland X (SUV),,,white,a,22140
192-D-3165,2019-Jul-03,,mazda,MAZDA3,Hatchback,#FF0000,B,35354
191-w-3955,10 Feb,WATERFORD,Mazda : Mazda3,,Saloon,BLUE,2,30687
182-C-560,2018-Oct-18,Cork,mercedes,c-class : saloon,,<colour>White</colour>,B,97128
191-G-1379,2019-Mar-25,,Mazda,Mazda3,Hatchback,Blue,B,32492
191-d-2054,06 Mar,DUBLIN,BMW : 2 series,,Coupe,WHITE,2,44802
192-c-3925,18 Sep,CORK,Mercedes : C-Class,,Saloon,ORANGE,2,114171
181-C-914,2018-Apr-19,,audi,A6,Estate,#FFFFFF,C,93493
181-W-1669,2018-Feb-11,,Ford,Focus,Hatchback,Blue,A,31031
XXX-X-4807,2018-01-21,Dublin,Ford : Fiesta (Hatchback),,,red,a,20445
192-W-2894,2019-Jul-11,,toyota,CAMERY,Saloon,#0000FF,B,40255
201-L-102,2020-Feb-13,,Audi,A4,Estate,White,B,49169
XXX-X-3310,2019-01-22,Dublin,Opel : Astra (Hatchback),,,white,a,32641
XXX-X-4697,2020-07-26,Waterford,Audi : Q3 (SUV),,,orange,b,48254
201-W-1226,2020-Feb-08,,Mercedes,A-Class,Hatchback,Silver,B,45658
191-d-1892,12 Mar,DUBLIN,Mazda : CX-5,,SUV,BLUE,2,42915
192-d-282,23 Jul,DUBLIN,Toyota : Prius,,Hatchback,BLUE,2,36519
XXX-X-2362,2018-04-15,Dublin,Opel : Astra (Estate),,,white,b,25227
202-D-3943,2020-Jul-25,Dublin,mazda,cx-30 : suv,,<colour>White</colour>,B,43809
181-C-1720,2018-Jan-26,,Toyota,Corolla,Hatchback,White,B,29374
192-d-4968,19 Oct,DUBLIN,Mercedes : C-Class,,Estate,WHITE,2,56872
XXX-X-4179,2019-01-08,Galway,Ford : Focus (Estate),,,white,a,24519
191-d-497,22 Feb,DUBLIN,Toyota : Yaris,,Hatchback,BLUE,1,18071
201-L-3704,2020-Feb-12,,Opel,Astra,Hatchback,Silver,A,30599
202-D-478,2020-Jul-08,,toyota,COROLLA,Saloon,#FFFFFF,B,29937
202-W-2279,2020-Aug-18,,Audi,A4,Saloon,Blue,B,48311
XXX-X-1958,2018-07-03,Limerick,Opel : Insignia (Hatchback),,,white,b,37349
XXX-X-3073,2020-07-16,Dublin,Toyota : Corolla (Hatchback),,,white,b,32432
191-D-1201,2019-Feb-02,,BMW,2 series,Coupe,Orange,B,68161
201-C-2546,2020-Jan-23,,toyota,PRIUS,Hatchback,#C0C0C0,B,35786
192-L-3015,2019-Jul-10,,Mazda,Mazda6,Saloon,White,B,44221
182-G-4410,2018-Jul-03,,toyota,RAV4,SUV,#FFFFFF,B,39735
182-G-1083,2018-Sep-07,,Mercedes,C-Class,Saloon,Red,B,118230
202-W-4745,2020-Sep-24,,Toyota,Camery,Saloon,White,B,41539
181-C-1119,2018-Feb-07,,bmw,2 SERIES,Coupe,#0000FF,B,117248
181-W-3745,2018-Mar-16,Waterford,mazda,cx-30 : suv,,<colour>Silver</colour>,B,33050
201-L-3521,2020-May-11,Limerick,mazda,mazda3 : saloon,,<colour>White</colour>,B,33988
181-d-4228,03 Mar,DUBLIN,Mercedes : C-Class,,Saloon,WHITE,2,52820
XXX-X-2898,2018-05-17,Waterford,Ford : Mondeo (Hatchback),,,white,b,35427
XXX-X-368,2019-04-07,Galway,Toyota : Corolla (Hatchback),,,red,b,29615
201-G-3910,2020-Jan-20,,Mazda,Mazda6,Saloon,White,B,46168
202-g-3161,26 Jul,GALWAY,BMW : X3,,SUV,SILVER,3,73853
201-C-4772,2020-Jan-20,,BMW,3 Series,Estate,White,B,60401
201-C-4518,2020-Feb-04,,bmw,3 SERIES,Estate,#FF0000,B,65613
191-D-1565,2019-Mar-24,Dublin,ford,fiesta : hatchback,,<colour>White</colour>,A,29487
XXX-X-4523,2019-03-15,Waterford,BMW : 7 Series (Saloon),,,white,d,172706
201-w-1237,01 Apr,WATERFORD,Opel : Astra,,Estate,SILVER,2,26439
181-D-4768,2018-Jan-21,,mazda,MAZDA6,Saloon,#FFFFFF,B,45726
XXX-X-791,2018-07-23,Waterford,Toyota : Prius (Hatchback),,,white,b,36133
182-D-3901,2018-Jul-14,,Audi,A4,Estate,Silver,B,48017
201-g-4007,09 Jan,GALWAY,Opel : Astra,,Hatchback,WHITE,1,25625
201-l-1209,15 Jan,LIMERICK,Opel : Insignia,,Hatchback,WHITE,2,36497
191-G-1127,2019-Mar-21,,Mazda,CX-5,SUV,Blue,B,33206
191-L-753,2019-Feb-11,,Mercedes,A-Class,Hatchback,Silver,B,32244
182-D-4132,2018-Jul-04,Dublin,audi,a4 : estate,,<colour>Orange</colour>,B,42576
XXX-X-113,2019-05-10,Limerick,Mazda : Mazda6 (Saloon),,,blue,b,33878
181-D-3805,2018-Jan-03,,Mazda,CX-30,SUV,White,B,31337
XXX-X-1207,2020-01-22,Galway,BMW : 2 series (Coupe),,,silver,b,101125
201-d-2360,21 Feb,DUBLIN,Ford : Kuga,,SUV,RED,2,35973
181-w-598,19 Jan,WATERFORD,Toyota : Yaris,,Hatchback,SILVER,1,18340
191-g-1791,02 Mar,GALWAY,Audi : Q3,,SUV,BLUE,2,50502
181-l-2560,05 Jan,LIMERICK,Mazda : Mazda3,,Hatchback,SILVER,2,28436
192-D-825,2019-Jul-04,,Opel,Astra,Hatchback,Silver,A,26597
181-D-3284,2018-Feb-20,Dublin,opel,astra : estate,,<colour>White</colour>,B,26084
191-C-4100,2019-Feb-20,Cork,opel,grandland x : suv,,<colour>White</colour>,B,32699
182-g-3665,26 Aug,GALWAY,Mazda : Mazda6,,Saloon,RED,2,35830
192-l-2546,14 Oct,LIMERICK,Audi : Q3,,SUV,SILVER,2,51518
192-D-2597,2019-Jul-24,Dublin,ford,focus : hatchback,,<colour>Red</colour>,A,34274
192-L-1113,2019-Jul-07,Limerick,opel,corsa : hatchback,,<colour>Orange</colour>,A,19574
191-D-1678,2019-Feb-11,,Audi,A6,Saloon,Red,C,52506
XXX-X-1959,2019-01-16,Dublin,Mazda : Mazda6 (Estate),,,white,b,40874
XXX-X-2317,2020-04-14,Dublin,Opel : Grandland X (SUV),,,blue,b,33888
182-d-2121,21 Oct,DUBLIN,Ford : Focus,,Estate,WHITE,1,30753
191-d-4674,07 Jan,DUBLIN,Audi : A4,,Saloon,SILVER,2,50645
202-C-3155,2020-Jul-22,,Mercedes,A-Class,Saloon,White,B,54012
202-L-3703,2020-Jul-17,Limerick,bmw,x3 : suv,,<colour>Red</colour>,C,117143
201-d-2766,11 Feb,DUBLIN,Mercedes : A-Class,,Hatchback,WHITE,2,61723
XXX-X-2436,2019-07-04,Dublin,Audi : Q7 (SUV),,,blue,d,89090
181-c-2088,12 Jan,CORK,Mazda : Mazda6,,Estate,WHITE,2,37623
201-c-2559,07 Feb,CORK,Opel : Grandland X,,SUV,BLUE,2,33024
XXX-X-2217,2018-01-25,Limerick,BMW : 3 Series (Estate),,,white,b,47305
181-G-3507,2018-Feb-23,Galway,mazda,cx-5 : suv,,<colour>White</colour>,B,50881
202-W-1130,2020-Jul-11,,Mazda,CX-30,SUV,Blue,B,37385
XXX-X-490,2019-03-18,Dublin,Ford : Focus (Hatchback),,,white,a,32449
191-c-4101,12 Feb,CORK,Ford : Mustang,,Coupe,WHITE,3,72002
181-C-1753,2018-Jan-17,,mazda,CX-30,SUV,#C0C0C0,B,36730
181-D-1155,2018-Jan-14,Dublin,mercedes,a-class : hatchback,,<colour>Blue</colour>,B,49054
191-W-1631,2019-Jan-10,,BMW,2 series,Coupe,Silver,B,42168
191-c-1522,09 Feb,CORK,Mazda : Mazda6,,Estate,BLUE,2,37655
201-L-4655,2020-Jan-15,Limerick,ford,focus : hatchback,,<colour>Blue</colour>,A,36907
181-C-3038,2018-Jan-13,Cork,ford,focus : estate,,<colour>White</colour>,A,42869
201-D-810,2020-Feb-18,,Mazda,Mazda3,Hatchback,White,B,31053
182-d-2988,21 Jul,DUBLIN,Audi : A6,,Estate,BLUE,3,73412
191-G-3377,2019-Jan-14,,mazda,CX-5,SUV,#C0C0C0,B,38387
XXX-X-1237,2020-07-27,Galway,Opel : Crossland X (SUV),,,blue,a,24659
XXX-X-343,2018-02-16,Dublin,Ford : Focus (Estate),,,white,a,42299
191-D-2666,2019-Feb-19,,Mazda,Mazda6,Saloon,White,B,46584
192-d-2703,07 Sep,DUBLIN,Mazda : Mazda3,,Saloon,SILVER,2,35916
191-C-3197,2019-Jan-24,,toyota,YARIS,Hatchback,#0000FF,A,19992
201-l-3732,13 Mar,LIMERICK,Mazda : Mazda6,,Estate,WHITE,2,37929
XXX-X-2221,2019-07-27,Cork,Mazda : Mazda3 (Hatchback),,,silver,b,33518
XXX-X-1771,2019-01-12,Dublin,Mazda : CX-30 (SUV),,,white,b,36095
201-W-2072,2020-Jan-22,,mazda,MAZDA3,Saloon,#0000FF,B,35722
192-C-3547,2019-Jul-02,Cork,mazda,mazda3 : hatchback,,<colour>Blue</colour>,B,32890
XXX-X-4714,2018-03-22,Waterford,BMW : 3 Series (Estate),,,white,b,45071
191-c-2123,20 Feb,CORK,Ford : Kuga,,SUV,BLUE,2,37420
XXX-X-2628,2019-02-03,Galway,Audi : Q7 (SUV),,,blue,d,92449
181-C-3802,2018-Jan-05,Cork,mazda,mazda3 : hatchback,,<colour>Silver</colour>,B,29304
192-D-3451,2019-Nov-16,Dublin,toyota,yaris : hatchback,,<colour>White</colour>,A,19283
191-C-455,2019-Jan-09,,Opel,Corsa,Hatchback,Orange,A,22951
202-C-2396,2020-Aug-23,,Ford,Focus,Hatchback,White,A,37305
201-D-3833,2020-Mar-07,,Audi,Q3,SUV,Red,B,48869
192-l-1185,01 Jul,LIMERICK,Toyota : Camery,,Saloon,WHITE,2,41929
XXX-X-445,2020-05-20,Cork,Opel : Astra (Estate),,,red,b,26464
XXX-X-3202,2018-02-11,Dublin,BMW : 7 Series (Saloon),,,white,d,158502
181-C-1206,2018-Jan-26,,mazda,MAZDA3,Saloon,#C0C0C0,B,31409
202-C-1329,2020-Jul-12,,Mazda,CX-30,SUV,Silver,B,36068
XXX-X-3741,2018-01-11,Cork,Opel : Grandland X (SUV),,,white,b,45299
181-D-868,2018-Feb-10,,opel,ASTRA,Estate,#FFFFFF,B,28536
201-w-277,12 Feb,WATERFORD,Ford : Focus,,Estate,WHITE,1,27028
201-c-3981,16 Feb,CORK,Mazda : Mazda6,,Estate,WHITE,2,35136
201-D-2619,2020-Jan-13,,Mercedes,A-Class,Saloon,Blue,B,45844
XXX-X-1087,2018-01-20,Dublin,Opel : Astra (Estate),,,silver,b,25647
XXX-X-4718,2018-07-21,Cork,Toyota : Rav4 (SUV),,,red,b,37725
182-D-2933,2018-Jul-15,,Opel,Grandland X,SUV,White,B,51175
202-g-291,16 Aug,GALWAY,Mercedes : A-Class,,Hatchback,SILVER,2,35104
191-l-4533,14 Jan,LIMERICK,Audi : Q3,,SUV,BLUE,2,53421
202-D-4973,2020-Sep-10,,Mazda,Mazda6,Estate,Silver,B,37139
XXX-X-3006,2018-03-23,Dublin,Audi : A6 (Saloon),,,white,c,72856
181-D-2190,2018-Apr-18,,BMW,3 Series,Saloon,Blue,B,44163
201-G-1692,2020-Jan-25,,Opel,Astra,Hatchback,Red,A,24738
201-g-1484,17 Jan,GALWAY,Mazda : Mazda3,,Saloon,WHITE,2,31600
201-c-3455,08 Feb,CORK,Mazda : Mazda3,,Saloon,SILVER,2,32878
191-D-2151,2019-Mar-04,Dublin,ford,focus : estate,,<colour>Blue</colour>,A,28026
182-D-1353,2018-Jul-10,,Opel,Insignia,Hatchback,Red,B,34863
XXX-X-2613,2020-01-16,Limerick,Mazda : Mazda3 (Hatchback),,,blue,b,30336
XXX-X-1459,2018-04-22,Cork,Ford : Mondeo (Hatchback),,,white,b,38222
XXX-X-3805,2018-08-01,Dublin,Toyota : Rav4 (SUV),,,white,b,42386
202-g-2405,12 Jul,GALWAY,BMW : 3 Series,,Hatchback,WHITE,3,68519
181-c-4383,24 Jan,CORK,Ford : Mondeo,,Hatchback,SILVER,2,31555
202-G-4671,2020-Jul-20,Galway,bmw,3 series : estate,,<colour>White</colour>,B,58574
191-D-528,2019-Jan-11,,Mercedes,C-Class,Estate,Silver,B,61201
XXX-X-2942,2019-02-03,Dublin,Opel : Insignia (Hatchback),,,silver,b,35367
201-d-2063,14 Jan,DUBLIN,Audi : Q7,,SUV,RED,4,118461
202-D-1039,2020-Aug-25,,toyota,COROLLA,Saloon,#FFFFFF,B,29938
192-G-3176,2019-Sep-09,,Ford,Kuga,SUV,White,B,44757
181-d-3693,03 Jan,DUBLIN,Audi : A6,,Saloon,BLUE,3,60438
181-l-4118,26 Jan,LIMERICK,Opel : Astra,,Estate,RED,2,25415
201-D-2260,2020-Jan-25,Dublin,mercedes,a-class : saloon,,<colour>Blue</colour>,B,56352
201-D-3094,2020-Feb-18,,Opel,Insignia,Hatchback,Silver,B,38190
201-g-1778,19 Mar,GALWAY,Mercedes : A-Class,,Saloon,BLUE,2,37459
181-d-2926,01 Jan,DUBLIN,Mercedes : A-Class,,Hatchback,WHITE,2,41907
181-D-2503,2018-Jan-14,,Mazda,CX-30,SUV,Red,B,40871
XXX-X-2798,2019-01-17,Galway,Toyota : Prius (Hatchback),,,white,b,36971
181-D-2894,2018-Jan-20,,mercedes,GLC-CLASS,SUV,#0000FF,C,64375
XXX-X-963,2020-07-02,Dublin,Mercedes : C-Class (Estate),,,white,b,121703
XXX-X-550,2020-03-13,Dublin,BMW : 3 Series (Estate),,,white,b,63156
191-D-2993,2019-Jan-27,,Audi,A4,Saloon,Red,B,47429
201-l-3073,04 Mar,LIMERICK,Opel : Astra,,Hatchback,SILVER,1,24806
202-d-1004,06 Jul,DUBLIN,Ford : Fiesta,,Hatchback,WHITE,1,26020
201-C-519,2020-May-20,Cork,opel,crossland x : suv,,<colour>White</colour>,A,27171
XXX-X-4921,2019-02-14,Limerick,Toyota : Prius (Hatchback),,,white,b,35626
201-D-1764,2020-Jan-22,Dublin,mercedes,a-class : hatchback,,<colour>Orange</colour>,B,36333
181-D-3446,2018-Apr-03,Dublin,ford,focus : estate,,<colour>Red</colour>,A,41099
201-d-3863,06 Feb,DUBLIN,Ford : Focus,,Estate,SILVER,1,36127
202-D-396,2020-Jul-07,Dublin,ford,focus : estate,,<colour>White</colour>,A,25152
191-W-3081,2019-Jan-02,,ford,MUSTANG,Coupe,#FFFFFF,C,64015
182-G-3459,2018-Jul-01,,Ford,Mondeo,Hatchback,Blue,B,33036
191-W-4957,2019-May-16,Waterford,ford,focus : estate,,<colour>White</colour>,A,29478
191-l-2193,14 Mar,LIMERICK,Opel : Grandland X,,SUV,SILVER,2,46196
192-D-4063,2019-Aug-17,Dublin,ford,fiesta : hatchback,,<colour>White</colour>,A,22278
181-d-4431,02 Feb,DUBLIN,Toyota : Rav4,,SUV,RED,2,36624
201-d-3720,26 Feb,DUBLIN,Opel : Crossland X,,SUV,WHITE,1,22626
XXX-X-4907,2018-01-06,Cork,BMW : X3 (SUV),,,orange,c,95636
182-C-3771,2018-Aug-16,Cork,ford,mondeo : hatchback,,<colour>White</colour>,B,36124
181-d-147,14 Jan,DUBLIN,BMW : 5 Series,,Estate,BLUE,3,76229
181-G-2346,2018-Feb-02,,mercedes,A-CLASS,Hatchback,#FFFFFF,B,43099
202-d-2006,05 Jul,DUBLIN,Audi : Q3,,SUV,RED,2,40022
201-L-147,2020-Jan-08,,Opel,Corsa,Hatchback,Red,A,19758
191-G-3792,2019-Jan-20,,Ford,Focus,Hatchback,Blue,A,26558
191-c-4841,06 Mar,CORK,Mercedes : A-Class,,Hatchback,SILVER,2,46812
192-c-187,10 Jul,CORK,Audi : A4,,Saloon,SILVER,2,47073
191-w-45,23 Feb,WATERFORD,Opel : Astra,,Hatchback,WHITE,1,25030
202-l-2952,26 Jul,LIMERICK,BMW : 5 Series,,Estate,WHITE,3,74218
201-C-2744,2020-Jan-14,,BMW,7 Series,Saloon,Silver,D,229938
181-g-369,05 Apr,GALWAY,Mazda : Mazda3,,Saloon,WHITE,2,30248
XXX-X-4477,2018-07-13,Cork,Opel : Astra (Hatchback),,,orange,a,31069
182-c-1645,25 Jul,CORK,Toyota : Yaris,,Hatchback,WHITE,1,17115
181-w-3948,12 Mar,WATERFORD,Ford : Mondeo,,Saloon,ORANGE,2,37101
201-D-2683,2020-Mar-08,,Toyota,Corolla,Hatchback,Red,B,33004
192-G-284,2019-Jul-13,,audi,A6,Saloon,#FFFFFF,C,63764
XXX-X-4705,2019-01-17,Dublin,Opel : Astra (Estate),,,white,b,25428
XXX-X-2129,2019-03-04,Dublin,Mercedes : A-Class (Saloon),,,white,b,44949
191-d-856,17 Mar,DUBLIN,Mazda : Mazda3,,Saloon,BLUE,2,35222
181-D-311,2018-Mar-26,,Opel,Astra,Hatchback,Blue,A,27252
182-d-3304,07 Oct,DUBLIN,BMW : 5 Series,,Estate,WHITE,3,56530
192-D-2017,2019-Aug-18,Dublin,mazda,mazda6 : estate,,<colour>White</colour>,B,38780
XXX-X-3293,2020-01-21,Limerick,Opel : Grandland X (SUV),,,red,b,40501
201-D-4223,2020-Mar-17,,Audi,A6,Saloon,Silver,C,70782
XXX-X-4890,2019-04-26,Waterford,Opel : Astra (Hatchback),,,blue,a,32902
201-d-1680,11 May,DUBLIN,BMW : 2 series,,Coupe,RED,2,72298
182-C-3230,2018-Aug-21,Cork,opel,corsa : hatchback,,<colour>Blue</colour>,A,23283
201-W-4233,2020-Feb-01,Waterford,mazda,cx-30 : suv,,<colour>White</colour>,B,39064
XXX-X-2253,2018-07-21,Cork,Audi : A6 (Saloon),,,white,c,89651
XXX-X-1530,2020-02-02,Dublin,Ford : Mondeo (Saloon),,,silver,b,35529
201-g-2449,17 Jan,GALWAY,Ford : Kuga,,SUV,RED,2,41945
181-D-3688,2018-Jan-06,Dublin,toyota,corolla : hatchback,,<colour>Red</colour>,B,27188
182-D-2536,2018-Aug-14,,Mercedes,A-Class,Saloon,Silver,B,47194
XXX-X-1841,2018-01-15,Dublin,Audi : A4 (Estate),,,blue,b,46380
181-g-4694,04 Jan,GALWAY,Opel : Corsa,,Hatchback,BLUE,1,19953
XXX-X-2603,2018-01-11,Dublin,Audi : Q3 (SUV),,,white,b,44311
181-D-326,2018-Jan-20,,Audi,A4,Estate,Red,B,53242
201-d-4153,13 Mar,DUBLIN,Toyota : Camery,,Saloon,SILVER,2,39328
191-G-1429,2019-Jan-13,,mazda,MAZDA3,Saloon,#0000FF,B,33341
XXX-X-1805,2020-03-15,Cork,Mercedes : C-Class (Saloon),,,white,b,96527
201-G-692,2020-Jun-18,Galway,toyota,prius : hatchback,,<colour>White</colour>,B,34877
181-L-2188,2018-Apr-01,,opel,INSIGNIA,Hatchback,#FFFFFF,B,28456
192-L-3027,2019-Jul-13,,opel,CROSSLAND X,SUV,#0000FF,A,22434
182-d-461,13 Oct,DUBLIN,Ford : Focus,,Estate,RED,1,39765
181-L-3526,2018-Jan-23,,Opel,Corsa,Hatchback,Orange,A,19770
XXX-X-4676,2019-03-24,Cork,Mazda : CX-5 (SUV),,,white,b,31877
XXX-X-233,2018-01-12,Limerick,Ford : Mustang (Coupe),,,blue,c,51496
191-D-867,2019-Mar-09,,bmw,3 SERIES,Saloon,#0000FF,B,64918
201-G-4115,2020-Jan-14,,Mazda,CX-30,SUV,White,B,39994
XXX-X-3564,2019-02-11,Limerick,Ford : Kuga (SUV),,,white,b,48286
201-l-1717,24 Jan,LIMERICK,Opel : Grandland X,,SUV,WHITE,2,34233
191-D-4086,2019-Jan-20,,Mazda,Mazda6,Estate,White,B,37509
202-C-1408,2020-Jul-25,,Mercedes,A-Class,Hatchback,White,B,38688
201-d-4942,05 Apr,DUBLIN,Ford : Focus,,Hatchback,BLUE,1,42770
XXX-X-626,2019-02-17,Dublin,Ford : Focus (Hatchback),,,blue,a,34616
191-l-4314,14 Jan,LIMERICK,Ford : Focus,,Estate,WHITE,1,25873
XXX-X-4878,2020-07-27,Cork,Toyota : Corolla (Hatchback),,,white,b,32533
192-D-582,2019-Jul-09,Dublin,opel,corsa : hatchback,,<colour>Silver</colour>,A,23103
181-D-3345,2018-Jan-03,,Toyota,Corolla,Saloon,White,B,29108
202-L-1677,2020-Jul-01,Limerick,ford,focus : hatchback,,<colour>White</colour>,A,28837
201-G-2998,2020-Jan-17,,Mercedes,C-Class,Saloon,White,B,72909
XXX-X-593,2019-07-18,Dublin,Mazda : Mazda3 (Saloon),,,red,b,31669
202-W-1882,2020-Jul-08,Waterford,mazda,cx-5 : suv,,<colour>Silver</colour>,B,30913
XXX-X-3655,2018-10-17,Dublin,BMW : 3 Series (Saloon),,,white,b,43300
201-D-3535,2020-Apr-06,Dublin,bmw,3 series : saloon,,<colour>White</colour>,B,53099
XXX-X-1212,2019-01-02,Dublin,Ford : Mustang (Coupe),,,white,c,69428
XXX-X-509,2019-06-06,Cork,Ford : Kuga (SUV),,,white,b,34092
XXX-X-1999,2018-04-19,Galway,Toyota : Yaris (Hatchback),,,silver,a,15343
192-D-4292,2019-Oct-20,,Audi,A6,Estate,White,C,85409
181-D-1039,2018-Jan-10,,Audi,A4,Estate,Red,B,49114
XXX-X-4535,2019-01-12,Cork,Audi : A4 (Saloon),,,red,b,53952
XXX-X-812,2019-07-25,Galway,Opel : Corsa (Hatchback),,,blue,a,18580
XXX-X-3634,2019-07-03,Cork,Ford : Fiesta (Hatchback),,,blue,a,28605
XXX-X-1564,2018-05-22,Dublin,Opel : Corsa (Hatchback),,,white,a,19474
XXX-X-135,2019-01-22,Cork,Mercedes : A-Class (Saloon),,,red,b,41729
XXX-X-4325,2018-07-09,Galway,BMW : 3 Series (Estate),,,white,b,67302
201-w-2619,10 Feb,WATERFORD,Ford : Kuga,,SUV,WHITE,2,42017
181-L-4918,2018-Feb-02,,mazda,MAZDA3,Saloon,#FFFFFF,B,37400
201-g-3737,06 Feb,GALWAY,Opel : Insignia,,Hatchback,BLUE,2,29837
191-c-1028,11 Mar,CORK,Toyota : Rav4,,SUV,WHITE,2,38616
182-c-3420,23 Jul,CORK,Mercedes : AMG-GT,,Hatchback,WHITE,4,169814
202-l-2756,05 Jul,LIMERICK,BMW : 2 series,,Coupe,SILVER,2,122143
XXX-X-310,2019-03-03,Galway,Toyota : Corolla (Hatchback),,,red,b,27977
191-W-4407,2019-May-08,Waterford,opel,grandland x : suv,,<colour>Blue</colour>,B,48291
181-g-4546,19 Feb,GALWAY,Mercedes : AMG-GT,,Hatchback,WHITE,4,182434
202-D-1157,2020-Jul-05,,Toyota,Yaris,Hatchback,Silver,A,18787
201-G-3883,2020-Mar-16,,Opel,Corsa,Hatchback,Blue,A,23962
192-g-2214,04 Jul,GALWAY,Toyota : Yaris,,Hatchback,SILVER,1,16809
191-C-1813,2019-Feb-18,,Opel,Astra,Estate,Silver,B,27529
201-D-2980,2020-Mar-09,,mazda,MAZDA6,Saloon,#FFFFFF,B,43217
201-D-660,2020-Feb-10,,mazda,MAZDA3,Saloon,#FFFFFF,B,33273
XXX-X-4342,2020-07-23,Limerick,Ford : Mondeo (Saloon),,,red,b,38773
XXX-X-1356,2018-02-18,Dublin,Mazda : Mazda3 (Hatchback),,,blue,b,31289
XXX-X-3562,2019-07-01,Cork,Audi : A4 (Saloon),,,silver,b,53724
202-W-3425,2020-Jul-11,,Audi,A6,Estate,Blue,C,76820
182-C-3312,2018-Jul-10,Cork,audi,a4 : saloon,,<colour>White</colour>,B,47662
182-C-4233,2018-Jul-20,,Opel,Corsa,Hatchback,Red,A,21281
201-D-4916,2020-Apr-05,,opel,ASTRA,Hatchback,#FFFFFF,A,30208
XXX-X-2770,2018-03-23,Galway,Opel : Corsa (Hatchback),,,red,a,19759
XXX-X-3474,2020-11-08,Waterford,Ford : Kuga (SUV),,,blue,b,41454
182-G-1241,2018-Jul-21,,audi,A4,Saloon,#0000FF,B,51197
201-D-2132,2020-Apr-09,,ford,FIESTA,Hatchback,#C0C0C0,A,23003
191-g-3789,15 Jan,GALWAY,BMW : 7 Series,,Saloon,SILVER,4,223422
191-C-4680,2019-Mar-05,,Toyota,Prius,Hatchback,Silver,B,35423
182-G-1230,2018-Jul-08,,Ford,Kuga,SUV,Blue,B,38914
181-d-4541,20 Jan,DUBLIN,Opel : Insignia,,Hatchback,BLUE,2,35530
181-D-1874,2018-Feb-16,Dublin,audi,a6 : estate,,<colour>White</colour>,C,91769
191-w-620,12 Jan,WATERFORD,Ford : Fiesta,,Hatchback,ORANGE,1,19023
XXX-X-3576,2020-07-12,Cork,BMW : X3 (SUV),,,red,c,61931
XXX-X-4425,2020-07-27,Cork,Opel : Insignia (Hatchback),,,blue,b,28104
202-C-3534,2020-Aug-04,,Opel,Crossland X,SUV,Blue,A,25935
XXX-X-1890,2019-03-18,Galway,Audi : Q3 (SUV),,,white,b,46569
192-L-4796,2019-Jul-25,,audi,Q7,SUV,#0000FF,D,98432
202-D-4664,2020-Jul-13,,Audi,A6,Estate,White,C,83656
191-C-50,2019-Jan-11,Cork,mazda,cx-5 : suv,,<colour>White</colour>,B,51348
182-D-3503,2018-Jul-23,Dublin,toyota,rav4 : suv,,<colour>Red</colour>,B,40814
202-D-1574,2020-Jul-02,,Mazda,Mazda6,Saloon,White,B,35620
191-D-1505,2019-May-18,Dublin,mercedes,a-class : saloon,,<colour>Orange</colour>,B,62177
XXX-X-4559,2018-01-25,Cork,Ford : Fiesta (Hatchback),,,white,a,22136
XXX-X-85,2018-07-18,Dublin,Audi : A4 (Saloon),,,silver,b,45392
201-W-1852,2020-Jan-23,Waterford,mazda,mazda6 : saloon,,<colour>Blue</colour>,B,34261
191-C-1825,2019-Mar-04,,Opel,Astra,Hatchback,White,A,29140
201-C-993,2020-Feb-07,,Ford,Kuga,SUV,Red,B,37094
181-D-3668,2018-Jan-27,,ford,KUGA,SUV,#C0C0C0,B,42663
XXX-X-3595,2020-08-04,Waterford,Ford : Fiesta (Hatchback),,,blue,a,23910
XXX-X-1051,2020-05-22,Limerick,Ford : Mondeo (Hatchback),,,white,b,39752
181-D-540,2018-Jan-23,,Mazda,Mazda3,Saloon,White,B,32109
192-d-4460,04 Aug,DUBLIN,Mazda : Mazda3,,Saloon,WHITE,2,31111
202-D-4191,2020-Jul-14,,toyota,YARIS,Hatchback,#0000FF,A,16341
181-D-1422,2018-Mar-24,,bmw,X3,SUV,#FF0000,C,72665
201-w-2200,07 Jan,WATERFORD,Opel : Corsa,,Hatchback,WHITE,1,23324
201-G-4588,2020-Jan-22,,Toyota,Prius,Hatchback,Red,B,35736
201-D-2886,2020-Feb-08,,BMW,5 Series,Estate,White,C,77491
191-C-517,2019-Jan-26,,mazda,MAZDA3,Saloon,#FFFFFF,B,35568
202-G-3962,2020-Jul-02,,Mazda,CX-5,SUV,White,B,31123
201-W-1885,2020-Jan-14,,Toyota,Yaris,Hatchback,Orange,A,18317
191-d-2616,19 Mar,DUBLIN,Opel : Crossland X,,SUV,WHITE,1,24100
XXX-X-451,2019-03-02,Cork,Mercedes : A-Class (Saloon),,,red,b,36363
182-G-440,2018-Oct-27,,Mazda,CX-30,SUV,White,B,40194
201-C-3037,2020-May-22,,Opel,Crossland X,SUV,Blue,A,27146
182-C-3602,2018-Oct-13,,mazda,MAZDA6,Saloon,#0000FF,B,34404
182-c-3582,25 Aug,CORK,Opel : Corsa,,Hatchback,WHITE,1,19141
XXX-X-213,2020-02-10,Waterford,Opel : Insignia (Hatchback),,,silver,b,30201
